Property Address,Property Name,Star Rating,Energy Star,LEED Certified,Building Status,Number Of Units,Style,RBA,Secondary Type,Market Name,Submarket Name,City,State,Zip,County Name,For Sale Price,For Sale Status,Year Built,Year Renovated,Number Of Stories,$Price/Unit,Cap Rate,Vacancy %,Avg Unit SF,Avg Asking/Unit,Avg Asking/SF,Avg Effective/Unit,Avg Effective/SF,Avg Concessions %,% Studios,% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,Rent Type,Affordable Type,Market Segment,Parking Spaces/Unit,Number Of Parking Spaces,Days On Market,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,All-Inclusive,All-Suites,Amenities,Anchor GLA,Anchor Tenants,Architect Name,Average Weighted Rent,Avg Asking/Bed,Avg Rent-Direct (Industrial),Avg Rent-Direct (Office),Avg Rent-Direct (Retail),Avg Rent-Sublet (Industrial),Avg Rent-Sublet (Office),Avg Rent-Sublet (Retail),Brand,Building Class,Building Operating Expenses,Building Park,Building Tax Expenses,Ceiling Ht,Closest Transit Stop,Closest Transit Stop Dist (mi),Closest Transit Stop Walk Time (min),Column Spacing,Constr Status,Construction Begin,Construction Material,Continent,Core Factor,Country,Cross Street,Developer Name,Direct Available Space,Direct Services,Direct Vacant Space,Drive Ins,Exp Year,Features,Fema Flood Zone,Flood Risk Area,For Sale Price/Room,Four Bedroom Asking Rent/Bed,Four Bedroom Asking Rent/SF,Four Bedroom Asking Rent/Unit,Four Bedroom Avg SF,Four Bedroom Concessions %,Four Bedroom Effective Rent/Bed,Four Bedroom Effective Rent/SF,Four Bedroom Effective Rent/Unit,Four Bedroom Vacancy %,Four Bedroom Vacant Units,Fund Name,Gas,Heating,Hotel Class,Hotel Grade,Hotel Location Type,Hotel Open Date,Hotel Operator,Land Area (AC),Land Area (SF),Last Sale Date,Last Sale Price,Latitude,Leasing Company Address,Leasing Company City State Zip,Leasing Company Contact,Leasing Company Fax,Leasing Company Name,Leasing Company Phone,Longitude,Max Building Contiguous Space,Max Contig Mtg Space,Max Floor Contiguous Space,Month Built,Month Renovated,Mtg Rooms,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Number of Beds,Number Of Cranes,Number Of Elevators,Number Of Loading Docks,Number Of Studios Units,Office Space,One Bedroom Asking Rent/Bed,One Bedroom Asking Rent/SF,One Bedroom Asking Rent/Unit,One Bedroom Avg SF,One Bedroom Concessions %,One Bedroom Effective Rent/Bed,One Bedroom Effective Rent/SF,One Bedroom Effective Rent/Unit,One Bedroom Vacancy %,One Bedroom Vacant Units,Operation Type,Operational Status,Ops Expense,Ops Expense Per SF,Owner Address,Owner City State Zip,Owner Contact,Owner Name,Owner Phone,Parcel Number 1(Min),Parcel Number 2(Max),Parent Company,Parking Ratio,Parking Spaces/Room,Percent Leased,Power,Pre-Leasing,Primary Agent Name,Primary Corridors,Property Location,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Name,Property Manager Phone,PropertyID,PropertyType,Proposed Land Use,Rail Lines,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent/SF/Yr,Restaurant,Rooms,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,Scale,Services,Sewer,Smallest Available Space,Sprinklers,Studio Asking Rent/Bed,Studio Asking Rent/SF,Studio Asking Rent/Unit,Studio Avg SF,Studio Concessions %,Studio Effective Rent/Bed,Studio Effective Rent/SF,Studio Effective Rent/Unit,Studio Vacancy %,Studio Vacant Units,Subcontinent,Sublet Available Space,Sublet Services,Sublet Vacant Space,Submarket Cluster,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Three Bedroom Asking Rent/Bed,Three Bedroom Asking Rent/SF,Three Bedroom Asking Rent/Unit,Three Bedroom Avg SF,Three Bedroom Concessions %,Three Bedroom Effective Rent/Bed,Three Bedroom Effective Rent/SF,Three Bedroom Effective Rent/Unit,Three Bedroom Vacancy %,Three Bedroom Vacant Units,Total Available Space (SF),Total Buildings,Total Mtg Space,Total New Space (SF),Total Relet Space (SF),Total Sublet Space (SF),Total Vacant Avail Relet Space (SF),Total Vacant Avail Sublet Space (SF),Total Vacant Available,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Two Bedroom Asking Rent/Bed,Two Bedroom Asking Rent/SF,Two Bedroom Asking Rent/Unit,Two Bedroom Avg SF,Two Bedroom Concessions %,Two Bedroom Effective Rent/Bed,Two Bedroom Effective Rent/SF,Two Bedroom Effective Rent/Unit,Two Bedroom Vacancy %,Two Bedroom Vacant Units,Typical Floor Size,University,Water,Zoning
13500 Lyndhurst St,AMLI Lakeline,5,,,Existing,373,Mid-Rise,376081,Apartments,Austin,Avery Ranch,Austin,TX,78717,Williamson,,N,2019,,4,,,8.0,"1,008.00","2,176",2.16,"2,158",2.14,0.90,9.12,39.14,45.84,5.90,,Market,,All,,,0,12/20/2019,48491C0610F,48491C,0610F,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Fitness Center, Pool, Breakfast/Coffee Concierge, Cabana, Grill, Pet Play Area, Car Charging Station, Conference Rooms, Pet Washing Station, Sundeck, Island Kitchen, Mud Room, Patio",,,Looney Ricks Kiss Architecture,-,,,,,,,,,A,2021 Tax @ $5118.19/Unit,,2021 Tax @ $5118.19/Unit,,Lakeline Station,0.36,7.00,,Existing,Apr 2018,,Americas,,United States,,StreetLights Residential,,,0,,,"Air Conditioning, Fitness Center, Pool, Breakfast/Coffee Concierge, Cabana, Grill, Pet Play Area, Car Charging Station, Conference Rooms, Pet Washing Station, Sundeck, Island Kitchen, Mud Room, Patio","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,8.62,375661,5/28/2021,,30.4763076,,,,,,,-97.7875233,,,,12,,,146,171,22,,,,4,,34,,"1,876",2.32,"1,876",808,0.90,"1,860",2.30,"1,860",8.20,12,,,,,141 W Jackson Blvd Suite # 300,"Chicago, IL 60604-2992",,AMLI Residential,3122834700,R562948,R562948,,,,,,,,,,13500 Lyndhurst St,"Austin, TX 78717",,AMLI - AMLI Lakeline,5122202590,10630861,Multi-Family,,,141 W Jackson Blvd Suite # 300,"Chicago, IL 60604-3040",,"PPF AMLI 13500 Lyndhurst Street, LLC",,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,519",2.81,"1,519",541.,0.80,"1,506",2.78,"1,506",8.80,3,North America,,,0,Cedar Park,2021,5.08,1909083.59,,"1,147",2.00,"3,442",1724,0.90,"1,137",1.98,"3,412",9.10,2,,1,,,,,,,,141 W Jackson Blvd Suite # 300,"Chicago, IL 60604-2992",,AMLI Residential,3122834700,"1,200",2.03,"2,401",1180,0.90,"1,190",2.02,"2,380",8.20,14,94020,,,PUD
13535 Lyndhurst St,The Michael at Presidio,4,,,Existing,415,Mid-Rise,370331,Apartments,Austin,Avery Ranch,Austin,TX,78717,Williamson,,N,2016,,4,,,5.1,892.00,"2,035",2.28,"2,035",2.28,0.00,6.75,56.63,34.70,1.93,,Market,,All,0.72,300,0,12/20/2019,48491C0610F,48491C,0610F,No,100-year and 500-year Floodplain,No,No,"Clubhouse, Pool, Gameroom, Grill, Pet Play Area, Conference Rooms, Island Kitchen, Patio",,,Looney Ricks Kiss Architecture,-,,,,,,,,,A,2021 Tax @ $702.30/Unit,,2021 Tax @ $702.30/Unit,,Lakeline Station,0.57,12.00,,Existing,Mar 2015,Wood Frame,Americas,,United States,,StreetLights Residential,,,0,,,"Clubhouse, Pool, Gameroom, Grill, Pet Play Area, Conference Rooms, Island Kitchen, Patio","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,29.90,1302444,10/30/2020,"86,500,000",30.4761564,,,,,,,-97.7842328,,,,10,,,235,144,8,,,,4,,28,,"1,969",2.62,"1,969",751,0.00,"1,969",2.62,"1,969",5.10,12,,,,,2 International Pl,"Boston, MA 02110-4104",,Eaton Vance Real Estate Investment Group,6174828260,R376662,R376662,,0.22,,,,,,,,13535 Lyndhurst St,"Austin, TX 78717",,Greystar - The Michael at Presidio,5122589800,9637263,Multi-Family,,,,,,Bel Michael Limited Partnership,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,491",2.49,"1,491",599.,0.00,"1,491",2.49,"1,491",3.60,1,North America,,,0,Cedar Park,2021,0.79,291453.89,,991,1.59,"2,973",1874,0.00,991,1.59,"2,973",0.00,0,,13,,,,,,,,2 International Pl,"Boston, MA 02110-4104",,Eaton Vance Real Estate Investment Group,6174828260,"1,098",1.95,"2,197",1125,0.00,"1,098",1.95,"2,197",4.90,7,99000,,,
13550 Lyndhurst St,The Asher,4,,,Under Construction,377,Mid-Rise,200000,Apartments,Austin,Avery Ranch,Austin,TX,78717,Williamson,,N,2022,,4,,,,,,,,,0.00,,100.00,,,,Market,,All,,,0,01/01/1900,,,,No,100-year and 500-year Floodplain,No,No,"24 Hour Access, Fitness Center, Pool, Lounge, Pet Washing Station",,,,-,,,,,,,,,A,2021 Tax @ $220.83/Unit,,2021 Tax @ $220.83/Unit,,Lakeline Station,0.45,9.00,,Under Construction,May 2021,,Americas,,United States,,StreetLights Residential,,,0,,,"24 Hour Access, Fitness Center, Pool, Lounge, Pet Washing Station","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,8.56,372707,,,30.4751852,,,,,,,-97.7859605,,,,9,,,377,,,,,,0,,,,,,,,,,,,,,,,,,2300 N Field St Suite # 800,"Dallas, TX 75201",,StreetLights Residential,2149221182,R590490,R590490,,,,,,,,,,,,,,,12676367,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Cedar Park,2021,0.42,83254.44,,,,,,,,,,,,,1,,,,,,,,2300 N Field St Suite # 800,"Dallas, TX 75201",,StreetLights Residential,2149221182,,,,,,,,,,,50000,,,
348 Main St,Alta Leander Station,3,,,Existing,277,Low-Rise,150000,Apartments,Austin,Georgetown-Leander,Leander,TX,78641,Williamson,,N,2022,,3,,,96.0,892.00,"1,596",1.79,"1,463",1.64,8.30,,64.98,30.69,4.33,,Market,,All,,,0,12/20/2019,48491C0455F,48491C,0455F,Yes,100-year Floodplain,No,No,"Business Center, Clubhouse, Fitness Center, Pool, Pet Play Area, Conference Rooms",,,,-,,,,,,,,,B,2021 Tax @ $0.17/Unit,,2021 Tax @ $0.17/Unit,,Leander Station,1.81,,,Existing,Mar 2021,,Americas,,United States,,,,,0,,,"Business Center, Clubhouse, Fitness Center, Pool, Pet Play Area, Conference Rooms",The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,,,,,,,,,,,,,,,,,,,,,,,,30.5842798,,,,,,,-97.84,,,,7,,,180,85,12,,,,0,,,,"1,398",1.93,"1,398",725,8.30,"1,282",1.77,"1,282",96.10,173,,,,,348 Main St,"Leander, TX 78641",,Wood - Alta Leander Station,8332015107,R510026,R510026,,,,,,,,,,348 Main St,"Leander, TX 78641",,Wood - Alta Leander Station,8332015107,11414371,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,Georgetown-Leander,2021,0.,46.69,,811,1.56,"2,432",1560,8.30,743,1.43,"2,229",100.00,12,,1,,,,,,,,348 Main St,"Leander, TX 78641",,Wood - Alta Leander Station,8332015107,948,1.65,"1,896",1152,8.30,869,1.51,"1,738",96.50,82,30000,,,
1430 Main St,The View at Cedar Park,3,,,Existing,166,Mid-Rise,151181,Apartments,Austin,Cedar Park,Cedar Park,TX,78613,Williamson,,N,2016,,4,,,4.2,910.00,"1,734",1.90,"1,724",1.89,0.60,7.23,46.99,45.78,,,Market,,All,,,0,12/20/2019,48491C0464F,48491C,0464F,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Property Manager on Site, Cabana, Grill, Package Service, Pet Play Area, Conference Rooms, Online Services, Freezer, Window Coverings",,,Rhode Partners,-,,,,,,,,,B,2021 Tax @ $3662.14/Unit,,2021 Tax @ $3662.14/Unit,,Leander Station,5.17,,,Existing,Jan 2015,Masonry,Americas,,United States,,Celmark Development Group,,,0,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Property Manager on Site, Cabana, Grill, Package Service, Pet Play Area, Conference Rooms, Online Services, Freezer, Window Coverings","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,6.00,261229,11/7/2019,,30.5282614,,,,,,,-97.8241528,,,,8,,,78,76,,,,,2,,12,,"1,542",2.10,"1,542",734,0.60,"1,534",2.09,"1,534",3.90,3,,,,,601 Union St Suite # 1401,"Seattle, WA 98101-2341",,Horizon Realty Advisors,2063529500,R538903,R538903,,,,,,,,,,1430 Main St,"Cedar Park, TX 78613-7670",,HRA - The View at Cedar Park Town Cente,7372096586,9965954,Multi-Family,,,601 Union St Suite # 1401,"Seattle, WA 98101-2341",,HRA View At Cedar Park LLC,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,378",2.30,"1,378",600.,0.60,"1,370",2.28,"1,370",8.30,1,North America,,,0,Cedar Park,2021,4.02,607915.34,,,,,,,,,,,,,9,,,,,,,,601 Union St Suite # 1401,"Seattle, WA 98101-2341",,Horizon Realty Advisors,2063529500,994,1.74,"1,987",1142,0.60,988,1.73,"1,976",4.00,3,37795,,,
6500 Manchaca Rd,Trillium Terrace,3,,,Existing,168,Garden,137642,Apartments,Austin,Cherry Creek,Austin,TX,78745-4994,Travis,,N,2017,,3,,,6.3,812.00,"1,709",2.10,"1,697",2.09,0.70,,64.29,35.71,,,Market,,All,,,0,09/26/2008,48453C0585H,48453C,0585H,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Cabana, Gameroom, Grill, Walking/Biking Trails, Community-Wide WiFi, Sundeck, Patio, Wheelchair Accessible (Rooms)",,,,-,,,,,,,,,B,2021 Tax @ $3945.70/Unit,,2021 Tax @ $3945.70/Unit,,Downtown Station,6.78,,,Existing,May 2015,Masonry,Americas,,United States,,Impact Developers,,,0,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Cabana, Gameroom, Grill, Walking/Biking Trails, Community-Wide WiFi, Sundeck, Patio, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,6.35,276606,,,30.2075114,,,,,,,-97.8067226,,,,12,,,108,60,,,,,1,,,,"1,655",2.34,"1,655",706,0.70,"1,643",2.33,"1,643",6.50,7,,,,,1101 S Capital of Texas Hwy Suite # F-200,"Austin, TX 78746-6437",,Realtex Development Corporation,5123069206,04151705050000,04151705050000,,,,,,,,,,6500 Manchaca Rd,"Austin, TX 78745-4994",,Magnolia - Trillium Terrace,5124028114,9105918,Multi-Family,,,7832 Colgate Ave,"Westminster, CA 92683",,Trillium Investments I Llc,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,South Austin,2021,4.82,662878.17,,,,,,,,,,,,,7,,,,,,,,1101 S Capital of Texas Hwy Suite # F-200,"Austin, TX 78746-6437",,Realtex Development Corporation,5123069206,936,1.86,"1,871",1004,0.70,929,1.85,"1,858",6.70,4,45881,,,
12024 Manchaca Rd,Menchaca Commons,3,,,Existing,240,Low-Rise,129477,Apartments,Austin,Slaughter Creek,Austin,TX,78748,Travis,,N,2021,,,,,0.2,"1,125.00","1,450",1.29,"1,446",1.29,0.30,,10.00,45.00,45.00,,Affordable,Rent Restricted,All,,,0,01/01/1900,,,,No,100-year and 500-year Floodplain,No,No,"24 Hour Access, Air Conditioning, Business Center, Fitness Center, Picnic Area, Grill, Lounge",,,,-,,,,,,,,,B,,,,,Austin-Bergstrom International,16.86,,,Existing,Jun 2019,Metal,Americas,,United States,,LDG Development,,,0,,,"24 Hour Access, Air Conditioning, Business Center, Fitness Center, Picnic Area, Grill, Lounge","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,6.44,280526,,,30.1430863,,,,,,,-97.8344456,,,,2,,,24,108,108,,,,0,,,,"1,148",1.33,"1,148",864,0.30,"1,145",1.32,"1,145",0.00,0,,,,,1124 I-35 S,"Austin, TX 78704-2614",,Housing Authority of the City of Austin,5124774488,350574,350574,,,,,,,,,,12024 Manchaca Rd,"Austin, TX 78748",,Solidago - Menchaca Commons,5128620973,9670828,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,South Austin,,,,Multi,530,1.26,"1,589",1257,0.30,528,1.26,"1,584",0.00,0,,9,,,,,,,,1124 I-35 S,"Austin, TX 78704-2614",,Housing Authority of the City of Austin,5124774488,690,1.31,"1,379",1051,0.30,687,1.31,"1,375",0.00,0,,,,
2900 Manor Rd,Elan East,4,,,Existing,251,Low-Rise,350000,Apartments,Austin,Upper Boggy Creek,Austin,TX,78722,Travis,,N,2013,,3,,,1.9,740.00,"2,142",2.89,"2,134",2.88,0.40,25.50,54.18,20.32,,,Market,,All,1.39,50,0,01/22/2020,48453C0465K,48453C,0465K,No,500-year Floodplain,No,No,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Pool, Package Service, Storage Space, Elevator, Window Coverings",,,,-,,,,,,,,,B,2021 Tax @ $5251.74/Unit,,2021 Tax @ $5251.74/Unit,,"Martin Luther King, Jr. Station",0.46,9.00,,Existing,,Wood Frame,Americas,,United States,,Greystar Real Estate Partners,,,0,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Pool, Package Service, Storage Space, Elevator, Window Coverings","Area of minimal flood hazard, usually depicted on FIRMs as above the 500-year flood level.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,5.60,243932,12/16/2014,"31,800,000",30.286166,,,,,,,-97.710417,,,,,,,136,51,,,,,1,,64,,"1,948",2.82,"1,948",692,0.40,"1,940",2.80,"1,940",2.20,3,,,,,2 International Pl,"Boston, MA 02110-4104",Brian Shuell,Eaton Vance Real Estate Investment Group,6174828260,02141208030000,02141208030000,,1.50,,,,,,,,2900 Manor Rd,"Austin, TX 78722    ",,Greystar - Elan East,5125242900,9264775,Multi-Family,,,,,,Bel Elan LLC,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,859",3.62,"1,859",513.,0.40,"1,852",3.61,"1,852",1.60,1,North America,,,0,East Austin,2021,3.77,1318185.68,,,,,,,,,,,,,3,,,,,,,,2 International Pl,"Boston, MA 02110-4104",Brian Shuell,Eaton Vance Real Estate Investment Group,6174828260,"1,508",2.60,"3,015",1158,0.40,"1,502",2.59,"3,003",2.00,1,116667,University of Texas at Austin,,
2901 Manor Rd,The Starlight,3,,,Under Construction,318,Mid-Rise,254400,Apartments,Austin,Blackland,Austin,TX,78722,Travis,,N,2022,,3,,,,,,,,,0.00,,100.00,,,,Market,,All,,,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,Pool,,,,-,,,,,,,,,B,2021 Tax @ $461.66/Unit,,2021 Tax @ $461.66/Unit,,"Martin Luther King, Jr. Station",0.41,8.00,,Under Construction,Sep 2020,,Americas,,United States,,,4200,,0,,,Pool,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,2.33,101608,,,30.2854863,,,,,,,-97.7099513,4200,,4200,10,,,318,,,,,,0,,,,,,,,,,,,,,,,,,2008 Mercer Rd Suite # 2nd Floor,"Lexington, KY 40511-1019",Dave Lede,Ledcor Group,8585276400,02121207040000,02121207040000,,,,,,,,,,2901 Manor Rd,"Austin, TX 78722",,The Starlight,8585276400,11576812,Multi-Family,,,6405 Mira Mesa Suite # 100,"San Diego, CA 92121",,Manor Alexander Dev Ptrs Lp,8585276400,Not Disclosed,No,,,,,,,,,,,Independent,,,1320,,,,,,,,,,,,North America,0,,0,East Austin,2021,0.58,146806.81,,,,,,,,,,,,4200,1,,,4200,0,0,0,0,2008 Mercer Rd Suite # 2nd Floor,"Lexington, KY 40511-1019",Dave Lede,Ledcor Group,8585276400,,,,,,,,,,,50880,University of Texas at Austin,,
3219 Manor Rd,The Emma,4,,,Under Construction,146,Mid-Rise,70000,Apartments,Austin,East MLK,Austin,TX,78723-5720,Travis,,N,2022,,5,,,,,,,,,0.00,100.00,,,,,Market,,All,,,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,"24 Hour Access, Air Conditioning, Fitness Center, Pool, Gas Range, Roof Terrace",,,,-,,,,,,,,,B,2021 Tax @ $255.95/Unit,,2021 Tax @ $255.95/Unit,,"Martin Luther King, Jr. Station",0.79,16.00,,Under Construction,Jun 2021,,Americas,,United States,,,,,0,,,"24 Hour Access, Air Conditioning, Fitness Center, Pool, Gas Range, Roof Terrace","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,4.22,183611,,,30.2865721,,,,,,,-97.7029102,,,,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,9229 Waterford Centre Blvd Suite # 100,"Austin, TX 78758-7504",,"Cumby Group, LLC",5126376636,02121502030000,02121502040000,,,,,,,,,,3219 Manor Rd,"Austin, TX 78723-5720",,Cumby - The Lindsay,5124316930,12266078,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,East Austin,2021,0.53,37369.01,,,,,,,,,,,,,1,,,,,,,,9229 Waterford Centre Blvd Suite # 100,"Austin, TX 78758-7504",,"Cumby Group, LLC",5126376636,,,,,,,,,,,14000,,,
1901 Mariposa Dr,Mariposa Flats,3,,,Existing,122,Mid-Rise,122000,Apartments,Austin,East Riverside-Oltorf,Austin,TX,78741,Travis,,N,2019,,6,,,,565.00,"1,271",2.25,"1,268",2.24,0.30,32.79,67.21,,,,Market,,All,,,0,01/22/2020,48453C0605K,48453C,0605K,No,100-year and 500-year Floodplain,No,No,"24 Hour Access, Fitness Center, Pool, Property Manager on Site, Package Service, Recycling, Maintenance on site, Pet Washing Station, Google Fiber",,,Davies Collaborative,-,,,,,,,,,B,2021 Tax @ $3044.66/Unit,,2021 Tax @ $3044.66/Unit,,Downtown Station,3.25,,,Existing,Dec 2017,,Americas,,United States,,Urban Flats,,,0,,,"24 Hour Access, Fitness Center, Pool, Property Manager on Site, Package Service, Recycling, Maintenance on site, Pet Washing Station, Google Fiber","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,1.00,43717,,,30.2343724,,,,,,,-97.7327274,,,,11,,,82,,,,,,0,,40,,"1,351",2.08,"1,351",649,0.30,"1,348",2.08,"1,348",0.00,0,,,,,640-642 N High St Suite # C,"Columbus, OH 43215-2010",,Urban Flats,6146212020,03050603650000,03050603650000,,,,,,,,,,1901 Mariposa Dr,"Austin, TX 78741",,Urban Flats - Mariposa Flats,5124301411,10878633,Multi-Family,,,1761 Hardin Ln,"Powell, OH 43065    ",,Flats On Mariposa Llc,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,106",2.79,"1,106",396.,0.30,"1,103",2.79,"1,103",0.00,0,North America,,,0,Riverside,2021,3.04,371447.96,,,,,,,,,,,,,1,,,,,,,,640-642 N High St Suite # C,"Columbus, OH 43215-2010",,Urban Flats,6146212020,,,,,,,,,,,21395,,,
2906 E Martin Luther King Jr Blvd,M Station,3,,,Existing,150,Mid-Rise,48828,Apartments,Austin,Rosewood,Austin,TX,78702-1661,Travis,,N,2011,,4,,,1.6,"1,006.00",958,0.95,954,0.95,0.40,,21.85,39.74,38.41,,Market/Affordable,Rent Restricted,All,0.00,,0,01/22/2020,48453C0465K,48453C,0465K,Yes,100-year Floodplain,No,No,"Air Conditioning, Business Center, Day Care, Laundry Facilities, Playground, Tennis Court, Basketball Court, Racquetball Court, Volleyball Court, Car Charging Station, Multi Use Room, Online Services, Dining Room, Pantry, Smoke Free, Wheelchair Accessible (Rooms)",,,,-,,,,,,,,,B,,,,,"Martin Luther King, Jr. Station",0.19,4.00,,Existing,,Wood Frame,Americas,,United States,,,,,0,,,"Air Conditioning, Business Center, Day Care, Laundry Facilities, Playground, Tennis Court, Basketball Court, Racquetball Court, Volleyball Court, Car Charging Station, Multi Use Room, Online Services, Dining Room, Pantry, Smoke Free, Wheelchair Accessible (Rooms)",The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,,,,,,,,,,,,,,,,,,,,0.71,30779,,,30.2822449,,,,,,,-97.7077249,,,,,,,32,60,58,,,,4,,,,780,1.10,780,712,0.40,777,1.09,777,3.10,1,,,,,3000 S IH 35 Frontage Rd Suite # 300,"Austin, TX 78704",Vicki McDonald,Foundation Communities,5124472026,499648,499648,,,,,,,,,,2906 E Martin Luther King Blvd,"Austin, TX 78702",,Foundation Communities - M Station,5124746767,9084846,Multi-Family,,,3036 S 1st St,"Austin, TX 78704-6352",,M Station Housing,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,East Austin,,,,,359,0.90,"1,076",1200,0.40,357,0.89,"1,072",1.70,1,,7,,,,,,,,3000 S IH 35 Frontage Rd Suite # 300,"Austin, TX 78704",Vicki McDonald,Foundation Communities,5124472026,469,0.96,938,975,0.40,467,0.96,935,1.70,1,10742,University of Texas at Austin,,
